uid,title,rating
151603712,Fallout 4,10.0
151603712,Left 4 Dead 2,9.88888888888889
151603712,HuniePop,9.444444444444445
151603712,Path of Exile,5.0
151603712,Poly Bridge,5.769230769230768
151603712,Left 4 Dead,4.714285714285714
151603712,Team Fortress 2,5.0
151603712,Tomb Raider,5.0
151603712,The Banner Saga,0.1904761904761905
151603712,BioShock Infinite,0.11304347826086956
151603712,Grand Theft Auto IV,0.2142857142857143
151603712,Realm of the Mad God,5.0
151603712,Eldevin,5.0
151603712,Dota 2,5.0
151603712,Robocraft,5.0
151603712,Garry's Mod,5.0
187131847,Dota 2,5.0
59945701,L.A. Noire,6.571428571428571
59945701,7 Days to Die,0.22608695652173913
59945701,Divekick,8.75
59945701,FINAL FANTASY VII,0.13506493506493505
59945701,Orcs Must Die! 2,0.64
59945701,Killing Floor,1.7894736842105263
59945701,Company of Heroes,1.6842105263157894
59945701,Bastion,0.43076923076923074
59945701,Undertale,0.4
59945701,Orcs Must Die!,0.08235294117647057
59945701,THE KING OF FIGHTERS XIII STEAM EDITION,5.0
59945701,GUILTY GEAR XX ACCENT CORE PLUS R,0.11111111111111112
59945701,Skullgirls,5.0
59945701,Team Fortress 2,5.0
53875128,Grand Theft Auto V,2.73015873015873
53875128,Insurgency,5.0
53875128,Left 4 Dead 2,10.0
53875128,Far Cry 3,2.258064516129032
53875128,Space Pirates and Zombies,0.8421052631578947
53875128,Dying Light,10.0
53875128,Just Cause 2,1.3142857142857143
53875128,Mad Max,5.0
53875128,Portal 2,2.4705882352941178
53875128,RUNNING WITH RIFLES,10.0
53875128,Tropico 4,0.37142857142857144
53875128,Cave Story+,2.1076923076923078
53875128,F.E.A.R.,1.4705882352941178
53875128,Sleeping Dogs,0.7419354838709677
53875128,Saints Row IV,7.4
53875128,DayZ,5.0
53875128,Half-Life 2,7.846153846153846
53875128,Reassembly,5.0
53875128,The Talos Principle,0.6322580645161291
53875128,Bastion,1.4769230769230768
53875128,Gunpoint,10.0
53875128,Overgrowth,10.0
53875128,Ori and the Blind Forest,8.75
53875128,Prototype 2,6.4
53875128,Game Dev Tycoon,8.0
53875128,Sniper Elite 3,5.0
53875128,Gratuitous Space Battles,10.0
53875128,Rogue Legacy,0.34545454545454546
53875128,From Dust,0.8615384615384615
53875128,Rivals of Aether,5.0
53875128,Nidhogg,6e-15
53875128,Dishonored,3.5833333333333335
53875128,Distance,10.0
53875128,Epic Battle Fantasy 4,0.20512820512820512
53875128,Miasmata,2.833333333333333
53875128,Dead Space,3.0
53875128,Hotline Miami,6.4
53875128,NOT A HERO,6.0
53875128,Not A Hero,6.0
53875128,Crypt of the NecroDancer,0.18064516129032257
53875128,Portal,9.333333333333332
53875128,SteamWorld Dig,5.2
53875128,Kairo,0.7142857142857142
53875128,The Binding of Isaac,2.1818181818181817
53875128,Starpoint Gemini 2,0.6060606060606061
53875128,The Vanishing of Ethan Carter,4.75
53875128,Goat Simulator,1.2666666666666666
53875128,Mass Effect,1.1176470588235294
53875128,Banished,0.11612903225806452
53875128,Left 4 Dead,2.4285714285714284
53875128,Grand Theft Auto IV,0.5357142857142857
53875128,HOARD,1.9999999999999998
53875128,SUNLESS SEA,1.0833333333333335
53875128,Mark of the Ninja,1.625
53875128,L.A. Noire,0.6190476190476191
53875128,Floating Point,0.2
53875128,Grow Home,0.44000000000000006
53875128,LUFTRAUSERS,2.5
53875128,Arma 2,5.0
53875128,FEZ,1.5
53875128,Bleed,0.5333333333333333
53875128,Borderlands 2,0.02622950819672131
53875128,Race The Sun,5.0
53875128,Shadowgrounds,1.3333333333333333
53875128,They Bleed Pixels,0.888888888888889
53875128,"Sir, You Are Being Hunted",2.0
53875128,Symphony,0.875
53875128,DLC Quest,7.0
53875128,The Stanley Parable,5.0
53875128,Freedom Planet,0.13333333333333333
53875128,Kholat,0.13333333333333333
53875128,Osmos,0.9999999999999999
53875128,UnEpic,0.3333333333333333
53875128,FINAL FANTASY VII,0.015584415584415584
53875128,404Sight,6.122448979591836e-16
53875128,Psychonauts,0.04
53875128,Rock of Ages,1.25
53875128,Air Brawl,5.0
53875128,Cat Goes Fishing,5.0
53875128,One Finger Death Punch,0.07692307692307693
53875128,INK,2.0
53875128,Intrusion 2,0.11428571428571428
53875128,Fieldrunners,0.06153846153846154
53875128,Out There Somewhere,0.26666666666666666
53875128,KAMI,0.26666666666666666
53875128,NightSky,0.16
53875128,Frozen Synapse,0.018604651162790697
53875128,Hammerfight,1.0
53875128,Ziggurat,1.0
53875128,AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,1.0
53875128,GRID 2,0.16666666666666666
53875128,Strike Vector,5.0
53875128,Prison Architect,0.2
53875128,Outlast,0.6
53875128,Super Hexagon,5.0
53875128,Shatter,0.08
53875128,Proteus,5.0
53875128,Jamestown,0.08
53875128,Spelunky,0.01142857142857143
53875128,Risk of Rain,0.05714285714285714
53875128,Survarium,5.0
53875128,BIT.TRIP RUNNER,0.125
53875128,Skullgirls,5.0
53875128,Reus,0.013333333333333336
140954425,Team Fortress 2,5.0
26122540,Dungeon Defenders,4.857142857142857
176410694,Dota 2,5.0
197278511,Dota 2,5.0
150128162,Team Fortress 2,5.0
197455089,Dota 2,5.0
297811211,Team Fortress 2,5.0
297811211,Unturned,5.0
76933274,Alien Swarm,2.5
218323237,Dota 2,5.0
218323237,Tomb Raider,5.0
218323237,TERA,5.0
302186258,Dota 2,5.0
126340495,Dota 2,5.0
126340495,Rust,5.0
126340495,Saints Row IV,10.0
126340495,Team Fortress 2,5.0
126340495,Garry's Mod,5.0
126340495,Outlast,8.2
126340495,Robocraft,5.0
126340495,Far Cry 3,0.14193548387096774
126340495,Everlasting Summer,0.0923076923076923
126340495,War Thunder,5.0
194895541,Dota 2,5.0
170625356,Dota 2,5.0
167362888,Dota 2,5.0
225987202,Dota 2,5.0
195071563,Dota 2,5.0
254906420,Team Fortress 2,5.0
247160953,Dota 2,5.0
308653033,Unturned,5.0
144138643,Dota 2,5.0
97298878,Mafia II,10.0
97298878,Race The Sun,5.0
97298878,Space Pirates and Zombies,0.3333333333333333
97298878,Revenge of the Titans,9.2
97298878,Team Fortress 2,5.0
97298878,Dota 2,5.0
97298878,Super Puzzle Platformer Deluxe,10.0
97298878,Super Meat Boy,4.7
97298878,LIMBO,0.37142857142857144
97298878,Mark of the Ninja,1.125
97298878,Painkiller Overdose,5.0
97298878,Cogs,0.4
97298878,Crayon Physics Deluxe,0.5
97298878,Osmos,0.16666666666666666
173909336,APB Reloaded,5.0
198572546,Dota 2,5.0
219509107,Dota 2,5.0
202906503,Dota 2,5.0
92107940,7 Days to Die,2.8695652173913047
92107940,Garry's Mod,5.0
92107940,Hotline Miami,10.0
92107940,Goat Simulator,1.2666666666666666
251431515,Dota 2,5.0
99189757,Team Fortress 2,5.0
30695285,Counter-Strike,5.0
259648553,Mad Max,5.0
201069271,Dota 2,5.0
48845802,Counter-Strike,5.0
48845802,Left 4 Dead,1.5714285714285716
48845802,Ricochet,5.0
226212066,Unturned,5.0
226212066,Garry's Mod,5.0
226212066,PAYDAY 2,0.2977777777777778
226212066,Team Fortress 2,5.0
226212066,AdVenture Capitalist,0.6363636363636365
226212066,Survarium,5.0
226212066,Heroes & Generals,5.0
221430493,Dota 2,5.0
62923086,Counter-Strike,5.0
250006052,Project CARS,1.1267605633802817
65117175,Faerie Solitaire,10.0
65117175,Dreamfall Chapters,5.0
65117175,Portal 2,1.3294117647058825
65117175,Toki Tori,10.0
65117175,The Wonderful End of the World,7.0
65117175,Hacker Evolution,10.0
65117175,Portal,10.0
65117175,Thomas Was Alone,2.571428571428571
65117175,Little Inferno,10.0
65117175,BIT.TRIP RUNNER,10.0
65117175,The Stanley Parable,5.0
65117175,Costume Quest,1.290909090909091
65117175,RUSH,10.0
65117175,RUSH,10.0
65117175,World of Goo,9.833333333333334
65117175,Portal 2 - The Final Hours,5.0
65117175,AaAaAA!!! - A Reckless Disregard for Gravity,10.0
65117175,AudioSurf,5.0
65117175,Machinarium,10.0
65117175,VVVVVV,2.04
65117175,Quantum Conundrum,7.166666666666667
65117175,The Ball,6.0
65117175,Torchlight II,0.175609756097561
65117175,Jamestown,1.28
65117175,BIT.TRIP BEAT,0.6285714285714286
65117175,Braid,4.4
65117175,Team Fortress 2,5.0
65117175,Super Meat Boy,1.2
65117175,1... 2... 3... KICK IT! (Drop That Beat Like an Ugly Baby),10.0
65117175,Bastion,0.16923076923076927
65117175,Osmos,1.6666666666666665
65117175,Cogs,2.0
65117175,Botanicula,0.2571428571428571
65117175,Killing Floor,0.4736842105263158
65117175,And Yet It Moves,2.6666666666666665
65117175,NightSky,0.24
65117175,Ticket to Ride,1.0714285714285713e-15
65117175,Penumbra Overture,5.0
65117175,Dear Esther,5.0
65117175,Crayon Physics Deluxe,0.75
65117175,Lucid,0.03636363636363636
65117175,Critical Mass,1.153846153846154e-16
227944885,Dota 2,5.0
144004384,Dota 2,5.0
236557903,Team Fortress 2,5.0
236557903,BLOCKADE 3D,5.0
11373749,Team Fortress 2,5.0
11373749,Left 4 Dead 2,10.0
11373749,AudioSurf,5.0
11373749,Terraria,5.0
11373749,Grand Theft Auto V,1.9365079365079365
11373749,Saints Row 2,10.0
11373749,Super Meat Boy,10.0
11373749,Left 4 Dead,10.0
11373749,Sleeping Dogs,2.0
11373749,GRID,5.0
11373749,Worms Reloaded,5.0
11373749,Portal 2,2.588235294117647
11373749,Rogue Legacy,1.2727272727272725
11373749,Spelunky,1.1314285714285715
11373749,Peggle Deluxe,10.0
11373749,Alan Wake,10.0
11373749,Puzzler World 2,5.0
11373749,Tomb Raider,5.0
11373749,Half-Life 2,10.0
11373749,The Book of Unwritten Tales,10.0
11373749,FEZ,10.0
11373749,Guacamelee! Gold Edition,5.0
11373749,The Walking Dead,5.0
11373749,The Testament of Sherlock Holmes,10.0
11373749,Just Cause 2,0.7257142857142856
11373749,"Cook, Serve, Delicious!",0.6270270270270271
11373749,Game Dev Tycoon,10.0
11373749,Prison Architect,7.466666666666666
11373749,Bastion,1.7076923076923076
11373749,Worms Clan Wars,5.0
11373749,Vessel,1.0210526315789472
11373749,Dishonored,8.083333333333332
11373749,The Ball,10.0
11373749,Cave Story+,1.2153846153846155
11373749,Scribblenauts Unlimited,10.0
11373749,Machinarium,10.0
11373749,Banished,0.4645161290322581
11373749,Lara Croft and the Guardian of Light,10.0
11373749,Antichamber,10.0
11373749,Goat Simulator,4.666666666666667
11373749,The Jackbox Party Pack,5.0
11373749,Anodyne,10.0
11373749,Penumbra Overture,5.0
11373749,Osmos,10.0
11373749,The Maw,10.0
11373749,Psychonauts,0.488
11373749,Sinister City,3.733333333333333
11373749,Puzzle Agent,1.6
11373749,"Papers, Please",1.1555555555555557
11373749,Insanely Twisted Shadow Planet,0.9272727272727272
11373749,Surgeon Simulator,10.0
11373749,Portal,10.0
11373749,Puzzle Agent 2,10.0
11373749,Torchlight II,0.20487804878048782
11373749,The Tiny Bang Story,1.2000000000000002
11373749,Braid,8.2
11373749,VVVVVV,1.6
11373749,And Yet It Moves,10.0
11373749,Shoppe Keep,2.25
11373749,Gone Home,10.0
11373749,Windosill,5.666666666666666
11373749,ibb & obb,5.0
11373749,Botanicula,0.9142857142857143
11373749,Nidhogg,3.551020408163265e-15
11373749,Alien Swarm,6.75
11373749,Chime,1.08
11373749,Dungeon Defenders,1.6428571428571428
11373749,The Wolf Among Us,5.0
11373749,Fate of the World,0.30666666666666664
11373749,State of Decay,1.4375
11373749,Dota 2,5.0
11373749,Contagion,3.0
11373749,Shatter,0.8
11373749,World of Goo,3.333333333333333
11373749,Toki Tori,3.1666666666666665
11373749,The Beginner's Guide,1.2666666666666666
11373749,Trauma,2.5714285714285716
11373749,Half-Life,1.25
11373749,Spectraball,7.5
11373749,Plain Sight,5.0
11373749,The Cave,0.3111111111111111
11373749,Crayon Physics Deluxe,3.5
11373749,Garry's Mod,5.0
11373749,Blocks That Matter,0.2
11373749,YOU DON'T KNOW JACK Vol. 1 XL,5.0
11373749,Unturned,5.0
11373749,Port of Call,2.1818181818181822e-16
11373749,Magicka,0.06666666666666667
11373749,The Stanley Parable,5.0
11373749,Zeno Clash,1.75
11373749,The Longest Journey,0.3529411764705882
11373749,Shadow Puppeteer,1.5
